,NDVI_median,Percent_Water,Percent_Developed,Percent_Forest,Percent_Pasture,Land_Surface_Temp,Year_built,Median_income_BG,Percent_FRPM,Diversity_Index,Students_with_Disabilities,Staff,Asthma_Rates,COVID_infections,Pollution_Burden,Chronic_Absenteeism,retrofit,ndvi_median_binary,retrofit_and_ndvi,School_Type,income
10600000000000_330,0.16,0,96.74,0,3.26,28.86,1948,38750,80,0.61,83,9.57,78.21,29.25,50.79,20.6,0,0,0,Control School,low income
10600000000000_331,0.16,0,99.6,0,0.4,28.92,1948,38750,26,0.47,83,17.07,78.21,29.25,50.79,20.6,0,0,0,Control School,low income
10600000000000_332,0.16,0,91.96,0,8.04,28.26,1955,57875,85.5,0.61,336,7.72,80.23,29.25,49.34,28.3,0,0,0,Control School,low income
45700000000000_334,0.19,1.36,64.35,4.86,29.43,27.08,1949,43438,51,0.58,241,18.33,49.48,54.48,38.73,37.85,0,0,0,Control School,low income
7620000000000_335,0.11,2.88,97.12,0,0,29.04,1955,57841,84,0.63,125.5,49.53,171.45,21.42,44.35,31.95,0,0,0,Control School,low income
7620000000000_336,0.12,0,100,0,0,29.23,1950,57841,79,0.58,271.5,10.61,171.45,21.42,44.35,41.75,0,0,0,Control School,low income
7620000000000_337,0.11,0,100,0,0,30.08,1954,57387,90,0.63,125.5,12.98,157.3,21.42,40.88,36.3,0,0,0,Control School,low income
10700000000000_342,0.18,0,100,0,0,29.36,1923,58047,88,0.63,83,9.56,48.65,29.25,47.46,25.9,0,0,0,Control School,low income
10700000000000_345,0.2,0,100,0,0,29.79,1951,55938,57.5,0.57,42.5,8.1,75.99,29.25,40.92,27.65,0,0,0,Control School,low income
16600000000000_347,0.15,0,100,0,0,30.74,1942,53688,88,0.47,205,15.2,66.86,18.13,58.31,15.7,1,0,0,Prop. 39 School,low income
16600000000000_348,0.15,0,100,0,0,30.74,1942,53688,10,0.47,241,29.99,37.42,34.92,51.69,15.7,1,0,0,Prop. 39 School,low income
10600000000000_357,0.11,0,100,0,0,31.95,2005,30329,87,0.63,241,13.88,136.39,29.25,54.62,37.05,0,0,0,Control School,low income
15600000000000_365,0.15,0,100,0,0,32.8,2005,46602,80,0.63,16,21.22,84.71,27.08,57.87,23.75,0,0,0,Control School,low income
23700000000000_375,0.18,0,76.69,0.46,0,28.27,1959,51500,59,0.47,13,9,100.53,36.2,37.43,37.3,1,0,0,Prop. 39 School,low income
23700000000000_381,0.18,0,99.32,0,0.68,28.41,1989,53750,78,0.46,13,35.71,100.53,36.2,37.43,47,1,0,0,Prop. 39 School,low income
3740000000000_382,0.21,0,46.1,14.25,39.65,28.53,1960,44796,82,0.63,199,11.25,62.02,29.25,42.41,37.85,0,0,0,Control School,low income
15600000000000_383,0.14,0,100,0,0,32.78,1928,42143,92.5,0.47,1894.5,21.33,44.92,27.08,65.37,41.5,1,0,0,Prop. 39 School,low income
3740000000000_385,0.17,0,86.58,1.09,12.32,28.52,1960,54868,82,0.63,15,5.82,62.02,34.92,40.98,23.45,0,0,0,Control School,low income
44700000000000_393,0.1,0,100,0,0,26.95,1994,37138,89.5,0.63,241,52.47,56.91,53.65,50.32,23.05,0,0,0,Control School,low income
15600000000000_397,0.11,0,94.1,0,0,33.15,1985,28379,64.5,0.57,36,13.75,84.72,27.08,50.34,23.9,0,0,0,Control School,low income
42700000000000_398,0.17,0,90.22,0,9.78,25.49,1954,49396,94,0.63,336,13.64,54.45,51.99,44.54,28.85,0,0,0,Control School,low income
42700000000000_400,0.12,0,98.87,0,1.13,28.8,1967,50000,95,0.63,264,24.83,54.4,51.99,33.7,16.9,0,0,0,Control School,low income
42700000000000_404,0.11,0,100,0,0,29.2,1946,40516,93,0.63,241,19.42,82.18,51.99,28.98,18.15,0,0,0,Control School,low income
42700000000000_406,0.1,0.49,99.43,0,0.08,29.22,1990,52336,82.5,0.63,13,24.67,55.35,51.99,35.92,23.6,0,0,0,Control School,low income
52700000000000_407,0.21,0,100,0,0,27.11,1955,43315,77.5,0.63,205,23.7,83.49,60.29,42.46,44.65,0,0,0,Control School,low income
52700000000000_408,0.14,0,68.07,0,31.93,29.73,1987,35737,81.5,0.63,241,23.11,83.49,60.29,42.46,35.75,0,0,0,Control School,low income
45700000000000_409,0.19,0,99.3,0.46,0.23,27.45,1949,28977,70.5,0.57,42.5,14.94,50.47,54.48,40.2,33.6,0,0,0,Control School,low income
1610000000000_413,0.11,0,100,0,0,30.67,1950,56411,96,0.47,241,8.13,30.08,19.56,42.95,13.8,1,0,0,Prop. 39 School,low income
1610000000000_414,0.1,0,100,0,0,30.74,1950,56411,68,0.58,38.5,13.53,30.08,19.56,42.95,13.8,0,0,0,Control School,low income
15600000000000_423,0.13,0,100,0,0,31.39,1993,45494,32,0.47,112.5,59.39,28.55,27.08,39.81,14.65,0,0,0,Control School,low income
15600000000000_426,0.12,0,100,0,0,33.05,1967,13780,94,0.56,1894.5,14.32,110.77,27.08,58.85,63.85,0,0,0,Control School,low income
15600000000000_428,0.15,0,100,0,0,32.58,1965,46563,87.5,0.57,125.5,68.53,81.79,27.08,32.29,34.15,0,0,0,Control School,low income
15100000000000_432,0.16,0,98.75,0,0,33.27,2011,49594,83,0.57,241,54.75,41.66,27.08,44.41,41.5,0,0,0,Control School,low income
15600000000000_436,0.07,0,100,0,0,33.3,1893,30125,79,0.63,27.5,86.91,148.79,27.08,55.48,26.65,0,0,0,Control School,low income
15600000000000_438,0.11,0,100,0,0.16,33.15,1985,28379,88,0.58,36,12.1,84.72,27.08,50.34,23.9,0,0,0,Control School,low income
15600000000000_440,0.13,0,100,0,0,32.92,1936,27404,90,0.57,1894.5,25.83,43.74,27.08,44.5,34.15,0,0,0,Control School,low income
10700000000000_441,0.15,0,100,0,0,31.11,1952,25063,89,0.63,145,18.43,54.61,29.25,55.83,21.45,0,0,0,Control School,low income
10600000000000_443,0.13,0,100,0,0,30.73,1959,21938,95,0.56,83,17.17,86.38,29.25,44.97,52.55,0,0,0,Control School,low income
10600000000000_444,0.12,0,100,0,0,31.48,1985,25025,90,0.63,241,22.54,132.71,29.25,48.06,20.65,0,0,0,Control School,low income
10600000000000_445,0.14,0.96,99.04,0,0,30.44,1960,36196,90,0.57,145,16.29,64.56,29.25,48.77,47.15,0,0,0,Control School,low income
10600000000000_449,0.14,0,100,0,0,30.68,1952,48250,66.5,0.63,27.5,10.41,132.71,29.25,52.8,13.05,0,0,0,Control School,low income
10600000000000_450,0.13,0,100,0,0,30.86,1962,51985,90,0.63,42.5,20.32,86.38,29.25,51.85,42.65,0,0,0,Control School,low income
10600000000000_452,0.16,0,100,0,0,30.45,1952,40547,91.5,0.57,578.5,18.35,115.2,29.25,40.93,45,0,0,0,Control School,low income
10600000000000_455,0.15,0,100,0,0,30.02,1965,53553,96,0.63,38.5,19.11,79.02,29.25,43.36,50.7,0,0,0,Control School,low income
10600000000000_458,0.17,0,100,0,0,29.8,2010,53384,40,0.56,27.5,4,68.62,29.25,40.18,20.6,0,0,0,Control School,low income
10600000000000_459,0.14,0.56,99.44,0,0,30.49,1959,47321,87,0.63,241,13.58,125.69,29.25,41.91,19.75,0,0,0,Control School,low income
10600000000000_460,0.13,0,100,0,0,31.21,1952,22668,94.5,0.57,1894.5,14.32,141.83,29.25,51.06,51.45,0,0,0,Control School,low income
10600000000000_462,0.13,0,100,0,0,30.86,1952,54621,86,0.63,241,25.09,73.02,29.25,42.03,33.6,0,0,0,Control School,low income
10600000000000_463,0.11,0,100,0,0,31.55,1950,32738,97,0.63,653.5,20.83,100.89,29.25,48.92,37.6,0,0,0,Control School,low income
10600000000000_464,0.13,0,100,0,0,31.14,1960,42361,96.5,0.63,241,19.46,107.23,29.25,47.72,40.85,0,0,0,Control School,low income
10600000000000_466,0.12,0,92.19,0,0,31.48,1985,25025,90,0.63,241,22.54,132.71,29.25,48.06,20.65,0,0,0,Control School,low income
10600000000000_471,0.14,0,100,0,0,30.24,1952,54542,92.5,0.63,16,15.6,127.72,29.25,44.43,49,0,0,0,Control School,low income
10600000000000_473,0.13,0,100,0,0,31.55,2000,38075,93.5,0.58,129,12.14,132.71,29.25,44.25,40.45,0,0,0,Control School,low income
10600000000000_475,0.15,0,100,0,0,30.39,1962,47321,95,0.58,241,21.26,125.69,29.25,41.91,51.3,0,0,0,Control School,low income
10600000000000_476,0.14,0,88.1,0,0.32,30.49,1959,47321,87,0.63,241,13.58,125.69,29.25,41.91,19.75,0,0,0,Control School,low income
10600000000000_480,0.1,0,100,0,0,31.67,1953,34904,95.5,0.63,653.5,20.76,136.39,29.25,54.62,42.25,0,0,0,Control School,low income
10600000000000_481,0.14,0,100,0,0,30.86,1928,27857,92,0.47,129,60.62,105.75,29.25,47.62,38.9,1,0,0,Prop. 39 School,low income
10600000000000_482,0.13,0,100,0,0,31.35,1964,31250,97.5,0.63,125.5,13.26,100.89,29.25,48.92,44.25,0,0,0,Control School,low income
10600000000000_483,0.11,0,99.87,0,0.13,31.64,1949,43571,98,0.63,15,15.51,47.51,19.56,59.34,36.65,0,0,0,Control School,low income
10600000000000_484,0.14,0,94.96,0,5.04,31.33,1906,32500,81,0.61,1894.5,47.85,139.35,29.25,62.48,21,0,0,0,Control School,low income
10600000000000_485,0.15,4.24,69.25,0,26.5,30.9,1973,18942,77,0.63,199,11.39,139.45,29.25,67.85,27.75,0,0,0,Control School,low income
10600000000000_486,0.14,0,100,0,0,31.52,1991,32188,94,0.63,85.5,16.61,112.4,29.25,54.36,37.7,0,0,0,Control School,low income
10600000000000_487,0.11,0,100,0,0,31.35,2000,50991,95,0.63,241,25.99,74.51,29.25,48.4,46.85,0,0,0,Control School,low income
10600000000000_490,0.14,6.41,93,0,0.58,31.34,1956,50543,94,0.61,161,12.36,89.27,29.25,71.65,34.5,0,0,0,Control School,low income
10600000000000_491,0.11,0,100,0,0,31.3,1994,26949,81,0.57,55,19.38,119.77,29.25,46.63,33.55,0,0,0,Control School,low income
10600000000000_492,0.14,0,100,0,0,31.08,1952,31172,96.5,0.63,1894.5,17.38,112.4,29.25,54.36,45.95,0,0,0,Control School,low income
10600000000000_493,0.1,0,100,0,0,31.8,1988,24063,98,0.63,36,11.17,139.07,29.25,54.12,42.35,0,0,0,Control School,low income
10600000000000_494,0.14,0,100,0,0,30.68,1957,43056,94,0.63,1894.5,16.11,80.23,29.25,46.97,42.9,0,0,0,Control School,low income
10600000000000_496,0.15,0,100,0,0,30.58,1965,47759,95.5,0.63,38.5,20.92,74.17,29.25,44.62,35,0,0,0,Control School,low income
10600000000000_498,0.14,0,100,0,0,31.2,1973,39196,97,0.63,267,18.84,119.77,29.25,46.63,38.9,0,0,0,Control School,low income
10600000000000_499,0.12,0,100,0,0,31.68,1992,14602,99,0.63,241,16.92,119.77,29.25,58.2,43.65,0,0,0,Control School,low income
10600000000000_500,0.14,0,100,0,0,30.62,1916,58185,93.5,0.63,27.5,19.94,120.22,29.25,44.57,52.85,0,0,0,Control School,low income
10600000000000_501,0.13,0,100,0,0,31.31,1952,35132,96.5,0.63,1894.5,16.35,99.91,29.25,54.37,43.05,0,0,0,Control School,low income
10600000000000_502,0.14,0,76.1,0,23.9,31.11,1958,21103,70.5,0.63,27.5,13.16,139.35,29.25,62.48,40.85,0,0,0,Control School,low income
39700000000000_504,0.13,0,100,0,0,29.2,2012,25685,61.5,0.58,241,6.41,51.35,34.92,57.86,21.3,0,0,0,Control School,low income
39700000000000_506,0.24,0,100,0,0,27.46,1942,55833,65.5,0.63,241,10.58,41.08,49.49,38.64,11.85,0,1,0,Control School,low income
39700000000000_515,0.21,0,99.44,0,0.56,27.39,1965,41250,76.5,0.63,42.5,16.04,40.7,49.49,46.78,29.65,0,0,0,Control School,low income
39700000000000_518,0.2,0,100,0,0,29.07,1958,54351,75.5,0.63,199,4.94,30.13,49.49,56,32.6,0,0,0,Control School,low income
39700000000000_519,0.23,0,100,0,0,28.51,1946,46383,79.5,0.61,1894.5,11.27,46.19,49.49,50.23,28.8,0,0,0,Control School,low income
39700000000000_524,0.13,0,100,0,0,30.27,1985,54514,87.5,0.63,464,13.36,69.78,49.49,36.71,35.85,0,0,0,Control School,low income
19648700000000_3700,0.08,0,100,0,0,39.21,2011,41660,6,0.47,1894.5,10.83,52.77,34.92,68.53,30.75,0,0,0,Control School,low income
19648700000000_3701,0.08,0,100,0,0,39.21,2000,41660,6,0.56,161,10.83,52.77,34.92,68.53,30.75,0,0,0,Control School,low income
30666000000000_3735,0.08,0,100,0,0,34.3,1980,57102,23,0.47,1894.5,23.42,44.15,22.48,56.95,27.95,0,0,0,Control School,low income
30666500000000_1939,0.09,0,100,0,0,41.15,2004,45875,40,0.56,1894.5,12.92,33.43,22.48,69.97,22.35,0,0,0,Control School,low income
36678300000000_2010,0.09,0,82.67,0,17.33,42.94,2018,33448,85,0.58,42.5,4.2,202.56,34.44,41.21,66.2,0,0,0,Control School,low income
36738600000000_2119,0.09,0,69.25,0,30.75,43.39,2010,45081,73,0.63,241,26.38,48.81,34.44,46.89,37.35,0,0,0,Control School,low income
14632700000000_2141,0.09,7.17,22.55,0,70.28,42.78,1965,58000,5,0.56,38.5,10.89,10.2,34.44,44.97,16.75,0,0,0,Control School,low income
36738900000000_3231,0.09,0,76.48,0,23.52,42.16,2007,29515,82,0.63,241,15.83,202.56,34.44,49.06,13.85,0,0,0,Control School,low income
36679200000000_3713,0.09,0,100,0,0,41.77,2007,51094,95,0.63,241,17.59,70.58,34.44,38.81,15.8,0,0,0,Control School,low income
36679200000000_3714,0.09,0,96.65,0,29.43,41.77,2007,51094,95,0.63,42,17.59,70.58,34.44,38.81,15.8,0,0,0,Control School,low income
36679200000000_3715,0.09,1.44,95.23,0,2.78,41.42,2007,39102,95,0.63,23,17.59,70.58,34.44,38.81,15.8,0,0,0,Control School,low income
36676100000000_180,0.1,0,56.93,0,43.07,42.16,1915,53625,64,0.63,653.5,6.75,202.56,34.44,41.21,41,0,0,0,Control School,low income
36676100000000_182,0.1,0,93.37,0,6.63,42.03,1996,24438,64,0.56,264,40.5,202.56,34.44,48.03,44,0,0,0,Control School,low income
36676100000000_184,0.1,0,99.86,0,0.14,42.3,1964,24438,64,0.47,241,26.25,202.56,34.44,31.43,48.2,0,0,0,Control School,low income
36676100000000_185,0.1,0,71.07,0,17.33,42.3,1964,24438,64,0.56,42.5,26.25,202.56,34.44,31.43,48.2,0,0,0,Control School,low income
36738900000000_326,0.1,0,100,0,13.6,43.23,1978,24438,82,0.47,241,2.66,202.56,34.44,49.06,82.95,0,0,0,Control School,low income
36676100000000_343,0.1,0,94.84,0,5.16,42.54,1954,50483,64,0.57,241,13.5,202.56,34.44,48.03,49.85,0,0,0,Control School,low income
36676100000000_345,0.1,0,99.92,0,0,42.66,1954,13780,64,0.47,15,13.5,202.56,34.44,48.03,49.85,0,0,0,Control School,low income
36676100000000_346,0.1,0,100,0,0,42.54,1954,24438,64,0.56,241,13.5,202.56,34.44,48.03,49.85,0,0,0,Control School,low income
33671700000000_641,0.1,0,90.77,0,9.23,45.78,2018,44485,96,0.57,42.5,22.18,71.47,31.72,20.02,37.55,0,0,0,Control School,low income
36678800000000_1234,0.1,0,99.28,0,0.72,40.28,2010,12969,88,0.63,241,15.26,92.63,34.44,56.7,24.45,0,0,0,Control School,low income
36678800000000_1235,0.1,0,100,0,0,40.28,2010,12969,88,0.57,42,15.26,92.63,34.44,56.7,41.1,0,0,0,Control School,low income
36677800000000_2149,0.1,0,91.89,0,8.11,41.06,2011,34803,84,0.46,16,19.2,104.07,34.44,30.21,48.2,0,0,0,Control School,low income
36677800000000_2350,0.1,0,48.64,0,8.05,41.06,2011,47868,84,0.63,1523.5,24.46,104.07,34.44,30.21,35.9,0,0,0,Control School,low income
19648100000000_2436,0.1,0,98.85,0,1.15,41.18,1996,54947,68,0.57,112.5,9.22,49.52,34.92,62.12,18.85,0,0,0,Control School,low income
36678300000000_2989,0.1,0,38.55,0,61.45,42.61,2007,37041,85,0.56,112.5,76.62,84.73,34.44,34.8,29.3,0,0,0,Control School,low income
36738900000000_3230,0.1,0,26.9,0,73.1,42.22,1947,50483,82,0.61,1894.5,15.83,202.56,34.44,49.06,13.85,0,0,0,Control School,low income
36738900000000_3850,0.1,0,36.59,0,63.41,41.39,1990,48688,82,0.63,241,13.59,202.56,34.44,49.06,26.25,0,0,0,Control School,low income
36675900000000_34,0.11,0,46.86,0,53.14,44.65,1990,30125,91,0.63,1523.5,7.51,97.5,34.44,36.23,59.8,0,0,0,Control School,low income
36675900000000_35,0.11,0,55.62,0,44.38,45.54,1990,37041,91,0.58,241,7.51,97.5,34.44,36.23,59.8,0,0,0,Control School,low income
36676100000000_181,0.11,0,62.86,0,37.14,42.03,1915,48688,64,0.63,129,6.75,202.56,34.44,41.21,41,0,0,0,Control School,low income
36676100000000_183,0.11,0,91.85,0,8.15,42.05,1964,24438,64,0.47,241,26.25,202.56,34.44,31.43,48.2,0,0,0,Control School,low income
15737400000000_308,0.11,0,60.16,0,39.84,42.03,1945,38177,51,0.57,241,43.57,70.82,27.08,30.15,22,0,0,0,Control School,low income
15737400000000_309,0.11,0,70.74,0,29.26,42.22,1945,38177,51,0.56,241,43.57,70.82,27.08,30.15,22,0,0,0,Control School,low income
36675900000000_1108,0.11,0,50.56,0,49.44,42.46,2004,33182,91,0.61,13,11.5,97.5,34.44,36.23,20.1,0,0,0,Control School,low income
36676100000000_1689,0.11,0,68.02,0,31.98,42.42,1965,24438,64,0.56,16,19.5,191.49,34.44,38.04,50.8,0,0,0,Control School,low income
19648700000000_1693,0.11,0,100,0,0,39.53,2004,41660,6,0.47,38.5,21.06,52.77,34.92,68.53,31.6,0,0,0,Control School,low income
36750500000000_1792,0.11,0,32.99,0,67.01,43.32,1962,36100,83,0.63,27.5,14.74,81.42,34.44,30.58,43.05,0,0,0,Control School,low income
36677700000000_2397,0.11,0,25,0,75,43.39,2003,36100,0,0.46,241,9.25,81.42,34.44,30.58,59.8,0,0,0,Control School,low income
36676100000000_2451,0.11,0,56.68,0,43.32,41.4,2004,24438,64,0.47,164,72.33,202.56,34.44,48.03,31.45,0,0,0,Control School,low income
36676100000000_3247,0.11,0,41.67,0,58.33,43.05,1968,53281,64,0.63,32.5,12.75,202.56,34.44,36.11,40.65,0,0,0,Control School,low income
36675900000000_3387,0.11,0,70.51,0,29.49,43.98,2013,40045,91,0.63,1523.5,2.75,97.5,34.44,36.23,24.75,0,0,0,Control School,low income
30666500000000_3561,0.11,0,100,0,0,40.72,2008,48594,40,0.57,241,15,33.43,22.48,69.97,16.95,0,0,0,Control School,low income
36738900000000_3848,0.11,0,43.36,0,56.64,41.09,1993,48688,82,0.63,241,13.59,202.56,34.44,49.06,26.25,0,0,0,Control School,low income
36738900000000_3849,0.11,0,28.95,0,71.05,41.09,2014,48688,82,0.63,13,13.59,202.56,34.44,49.06,26.25,0,0,0,Control School,low income
36675900000000_32,0.12,0,51.36,0,48.64,45.1,1990,28379,91,0.58,53.5,7.51,97.5,34.44,36.23,59.8,0,0,0,Control School,low income
19646300000000_476,0.12,0,100,0,0,37.83,2001,42308,49,0.47,1523.5,2,99.47,34.92,50.73,61.8,0,0,0,Control School,low income
19649070000000_686,0.12,0,100,0,0,38.77,1896,32000,0,0.47,161,17.42,81.58,34.92,57.05,30.2,0,0,0,Control School,low income
19649070000000_714,0.12,0,100,0,0.42,38.77,1971,32000,0,0.47,161,17.95,81.58,34.92,57.05,30.2,0,0,0,Control School,low income
36679180000000_728,0.12,0,71.18,0,28.82,42.78,2002,26797,0,0.47,55,17.25,99.69,34.44,33.3,34.55,0,0,0,Control School,low income
19642460000000_747,0.12,0,98.63,0,1.37,41.7,1952,29167,0,0.47,278.5,50.01,158.01,34.92,44.3,29.3,0,0,0,Control School,low income
19642460000000_748,0.12,0,100,0,0,41.7,1912,29167,0,0.43,278.5,18.97,158.01,34.92,44.3,29.3,0,0,0,Control School,low income
19642460000000_754,0.12,0,96.36,0,3.64,41.61,1930,29167,0,0.46,278.5,16.63,158.01,34.92,44.3,29.3,0,0,0,Control School,low income
19642460000000_764,0.12,0,96.62,0,3.38,41.52,1994,29167,0,0.47,278.5,28.11,158.01,34.92,44.3,29.3,0,0,0,Control School,low income
19642460000000_765,0.12,12.82,20.03,0,54.86,41.52,2014,29167,0,0.47,278.5,26.25,158.01,34.92,44.3,29.3,0,0,0,Control School,low income
36103600000000_983,0.12,0,82.26,0,14.4,39.59,1995,31506,86,0.57,13,14.4,107.74,34.44,28.87,52.35,0,0,0,Control School,low income
36103600000000_984,0.12,11.17,0,0,66.67,39.59,1995,53844,86,0.63,42.5,14.4,107.74,34.44,28.87,34.95,0,0,0,Control School,low income
36679200000000_1078,0.12,0,74.72,0,25.28,41.28,2005,32237,95,0.63,1894.5,16.96,100.21,34.44,41.43,19.3,0,0,0,Control School,low income
19646300000000_1369,0.12,0,100,0,0,37.89,2003,43333,49,0.57,1894.5,21.88,99.47,34.92,50.73,29.45,0,0,0,Control School,low income
36678300000000_2003,0.12,0,34.92,0,65.08,44.21,2018,49318,85,0.63,42.5,8.13,83.83,34.44,19.13,81.05,0,0,0,Control School,low income
36678300000000_2004,0.12,0,23.91,0,78.96,44.21,2018,42634,85,0.57,1523.5,8.13,83.83,34.44,19.13,29.3,0,0,0,Control School,low income
36678300000000_2007,0.12,0,94.15,0,5.85,41.59,2018,25798,85,0.56,55,6.15,100.21,34.44,41.43,41,0,0,0,Control School,low income
36678300000000_2008,0.12,0,75,0,25,41.58,2018,25798,85,0.56,55,6.15,100.21,34.44,41.43,35,0,0,0,Control School,low income
36678300000000_2009,0.12,0,82.93,0,20.49,41.59,2018,25798,85,0.47,13,6.15,100.21,34.44,41.43,13.85,0,0,0,Control School,low income
19646300000000_2173,0.12,0,100,0,0,37.92,1961,43333,49,0.47,38.5,12.85,99.47,34.92,50.73,66.2,0,0,0,Control School,low income
15737400000000_2227,0.12,0,64.85,0,35.15,43.22,2011,46667,51,0.57,241,10.36,70.82,27.08,30.15,50.75,0,0,0,Control School,low income
15737400000000_2368,0.12,0,44.65,0,27.94,43.22,1990,46667,51,0.63,205,18.7,70.82,27.08,30.15,26.35,0,0,0,Control School,low income
36738900000000_2592,0.12,0,19.07,0,80.93,43.17,2007,58482,82,0.63,13,7.98,202.56,34.44,49.06,23.6,0,0,0,Control School,low income
36679200000000_2858,0.12,0,64.44,0,35.56,41.52,1990,58185,95,0.61,42,17.23,84.71,34.44,44.62,41.7,0,0,0,Control School,low income
15636900000000_3702,0.12,0,41.89,0,58.11,43.08,1958,44766,58,0.57,27.5,9.21,66.04,27.08,39.85,44,0,0,0,Control School,low income
36675900000000_3707,0.12,0,45.29,0,54.71,42.34,2006,56417,91,0.61,13,14.25,79.62,34.44,33.77,41.45,0,0,0,Control School,low income
36750500000000_78,0.13,0,76.71,0,23.29,41.59,1912,48656,83,0.63,1523.5,49.5,62.88,34.44,36.77,30.35,0,0,0,Control School,low income
15636900000000_257,0.13,0,44.89,0,55.11,42.53,1959,44766,58,0.57,241,10.04,66.04,27.08,39.85,38.6,0,0,0,Control School,low income
15636900000000_258,0.13,0,99.1,0,0,42.53,1959,44766,58,0.47,336,10.04,66.04,27.08,39.85,38.6,0,0,0,Control School,low income
19642100000000_412,0.13,0,100,0,0,38.22,1969,33313,71,0.63,241,7.53,26.12,22.48,46.7,2.95,0,0,0,Control School,low income
36750500000000_1191,0.13,0,17.12,0,82.88,43.09,1980,37041,83,0.58,85.5,15.38,81.42,34.44,30.58,40.65,0,0,0,Control School,low income
19734400000000_1396,0.13,0,100,0,0,39.27,2016,46923,89,0.61,241,20.25,82.3,34.92,64.48,28.45,0,0,0,Control School,low income
36677800000000_1503,0.13,0,42.39,0,57.61,43.95,2013,48171,84,0.63,241,14.38,56.39,34.44,23.19,31.45,0,0,0,Control School,low income
36677800000000_1504,0.13,0,98.89,0,83.49,43.95,2013,48171,84,0.47,142.5,14.38,56.39,34.44,23.19,31.45,0,0,0,Control School,low income
36677800000000_1505,0.13,0,42.7,0,57.3,42.92,2013,31000,84,0.58,241,14.38,56.39,34.44,23.19,31.45,0,0,0,Control School,low income
30666500000000_1940,0.13,0,100,0,0,40.59,2004,48594,40,0.57,1894.5,12.92,33.43,22.48,69.97,22.35,0,0,0,Control School,low income
36678300000000_2000,0.13,0,42.16,0,57.84,45.58,2018,41827,85,0.63,1523.5,8.13,83.83,34.44,19.13,19.45,0,0,0,Control School,low income
36678300000000_2001,0.13,0,46.15,0,53.85,45.58,2018,52204,85,0.57,13,8.13,83.83,34.44,19.13,53.45,0,0,0,Control School,low income
36676100000000_2396,0.13,0,35.06,0,64.94,43.2,2006,24438,64,0.47,653.5,1,202.56,34.44,41.21,48.2,0,0,0,Control School,low income
36678800000000_2400,0.13,0,100,0,0,40.95,2010,41328,88,0.63,199,47.75,97.86,34.44,57.58,27.05,0,0,0,Control School,low income
36678800000000_2401,0.13,0,100,0,0.1,40.95,2010,32738,88,0.63,16,14.15,97.86,34.44,57.58,32.15,0,0,0,Control School,low income
36678800000000_2402,0.13,0,94.73,0,3.48,40.95,2010,58542,88,0.63,16,13.75,97.86,34.44,57.58,33.65,0,0,0,Control School,low income
36678800000000_2403,0.13,0,100,0,0,40.95,2010,53625,88,0.63,129,22.57,97.86,34.44,57.58,23.3,0,0,0,Control School,low income
36678800000000_2407,0.13,0,100,0,0,40.95,2010,23750,88,0.61,53.5,8.75,97.86,34.44,57.58,26.45,0,0,0,Control School,low income
36678800000000_2408,0.13,0,92.91,0,10.54,40.95,2010,50543,88,0.63,16,11.64,97.86,34.44,57.58,36.15,0,0,0,Control School,low income
